Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
TNMA3|TUZIGOOT|34.77060|-112.02640|1037 meters|snowdepth|2015-02-18 23|0.000|cm|86324|
TNAC1|N.AMERICAN CHEMICAL CORP. MAIN PLANT|35.76360|-117.39080|542 meters|snowdepth|2015-02-18 14|0.000|cm|93562|
TN-KX-34|KNOXVILLE 5.7 NNW, TN|36.05120|-83.98620|309 meters|snowdepth|2015-02-18 12|0.000|cm|37918|
TN-BT-7|MARYVILLE 4.4 SW, TN|35.69603|-84.01800|356 meters|snowdepth|2015-02-18 12|0.000|cm|37803|
TMLN2|15J22 - TENT MTN, LOWER - AERIAL MARKER|40.96670|-115.16670|2497 meters|snowdepth|2015-02-19 02|0.000|cm|89835|
TL_MADIS|TREELINE|43.73019|-116.14010|1613 meters|snowdepth|2015-02-19 06|0.000|cm|83714|
TLYT2|TYLER|32.30660|-95.29690|156 meters|snowdepth|2015-02-19 00|0.000|cm|75701|
TLYL1|TAYLORTOWN,LA|32.39780|-93.56920|47 meters|snowdepth|2015-02-18 13|0.000|cm|71112|
TLTW1|TOLT SOUTH FORK RESERVOIR|47.70000|-121.69080|614 meters|snowdepth|2015-02-19 06|0.000|cm|98019|
TLRT2|TAYLOR 1NW|30.58440|-97.41560|175 meters|snowdepth|2015-02-18 13|0.000|cm|76574|
TLKN2|ELKO NWS 12Z|40.82880|-115.78860|1549 meters|snowdepth|2015-02-18 12|0.000|cm|89801|
TLGO2|TALOGA|36.03810|-98.95930|523 meters|snowdepth|2015-02-18 12|0.000|cm|73667|
TKTW1|TONASKET 11NE|48.79780|-119.26000|1043 meters|snowdepth|2015-02-18 16|0.000|cm|98855|
TKFO3|TOKETEE FALLS|43.27500|-122.44970|625 meters|snowdepth|2015-02-19 03|0.000|cm|97447|
TISO2|NATL WILDLIFE RESERVE|34.20000|-96.55000|244 meters|snowdepth|2015-02-18 12|0.000|cm|73450|
THNA2|THANE ROAD SNOW SLIDE GULCH @ MP 1.9|58.28280|-134.37520|12 meters|snowdepth|2015-02-19 00|0.000|cm||
THMW4|THERMOPOLIS - COOP|43.64830|-108.20360|1318 meters|snowdepth|2015-02-18 23|0.000|cm|82443|
THKT2|TAHOKA,TX|33.17140|-101.79810|947 meters|snowdepth|2015-02-18 13|0.000|cm|79373|
TGAT2|LAJITAS CO-OP|29.26940|-103.75690|730 meters|snowdepth|2015-02-18 14|0.000|cm|79830|
TFX|GREAT FALLS,MT|47.45970|-111.38470|1133 meters|snowdepth|2015-02-19 00|0.000|cm|59404|
TEAU1|CAPITAL REEF NATL PK|38.29170|-111.26220|1680 meters|snowdepth|2015-02-18 15|0.000|cm|84734|
TBLN1|TABLE ROCK,NE|40.23610|-96.08890|337 meters|snowdepth|2015-02-18 13|0.000|cm|68447|
TAYI1|TAYLOR RANCH|45.10170|-114.85080|1200 meters|snowdepth|2015-02-18 15|0.000|cm|83638|
TATN5|TATUM CO-OP|33.25580|-103.32440|1221 meters|snowdepth|2015-02-18 13|0.000|cm|88267|
TATC1|20H01 - STATE LINE AM (CA)|41.98330|-120.71670|1736 meters|snowdepth|2015-02-19 06|0.000|cm|96108|
TASF1|TALLAHASSEE,FL|30.39670|-84.35940|14 meters|snowdepth|2015-02-18 12|0.000|cm|32310|
TAHC1|TAHOE CITY|39.16770|-120.14290|1899 meters|snowdepth|2015-02-18 16|0.000|cm|96145|
TACC2|TACONY,CO|38.38330|-104.06670|1510 meters|snowdepth|2015-02-19 01|0.000|cm|81025|
TAAC1|TAHOMA, CA|39.06000|-120.12920|1946 meters|snowdepth|2015-02-18 15|0.000|cm|96142|
SYRT2|SEYMOUR,TX|33.61360|-99.26940|396 meters|snowdepth|2015-02-18 12|0.000|cm|76380|
SYCN1|SYRACUSE,NE|40.65000|-96.18330|312 meters|snowdepth|2015-02-18 12|0.000|cm|68446|
SXGI4|ANG BASE|42.39640|-96.37780|332 meters|snowdepth|2015-02-18 12|0.000|cm|51111|
SWWW1|COUGAR 6 E|46.06250|-122.20440|201 meters|snowdepth|2015-02-18 18|0.000|cm|98648|
SWNI1|SWAN VALLEY|43.26000|-111.16000|1902 meters|snowdepth|2015-02-18 15|0.000|cm|83449|
SVMO3|SEVENMILE MARSH|42.69830|-122.14170|1746 meters|snowdepth|2015-02-19 06|0.000|cm|97627|
SVHL1|SHREVEPORT SOUTHERN HILLS|32.39190|-93.78020|69 meters|snowdepth|2015-02-18 13|0.000|cm|71118|
SVCO3|SILVER CREEK|42.95620|-121.18130|1757 meters|snowdepth|2015-02-19 05|0.000|cm|97640|
SUNUT_MADIS|SUNCREST|40.48042|-111.83710|1860 meters|snowdepth|2015-02-19 02|0.000|cm|84020|
SUNO3|SUNRIVER|43.89330|-121.41170|1300 meters|snowdepth|2015-02-18 18|0.000|cm|97707|
SULO2|CHICKASAW NRA - LARC|34.50000|-96.96670|314 meters|snowdepth|2015-02-18 12|0.000|cm|73086|
SUBK1|SUBLETTE 5E|37.50230|-100.74450|882 meters|snowdepth|2015-02-18 23|0.000|cm|67877|
STWO3|STRAWBERRY|42.12590|-120.83610|1764 meters|snowdepth|2015-02-19 05|0.000|cm|97630|
STWO2|STILLWATER|36.11720|-97.09500|272 meters|snowdepth|2015-02-18 12|0.000|cm|74075|
STRO3|STARR RIDGE|44.26500|-119.02100|1606 meters|snowdepth|2015-02-19 06|0.000|cm|97845|
STRO2|STROUD|35.79760|-96.66570|284 meters|snowdepth|2015-02-18 12|0.000|cm|74079|
STOT2|SILVERTON,TX|34.46580|-101.30640|998 meters|snowdepth|2015-02-18 14|0.000|cm|79257|
STORM_MADIS|STORM PEAK OBSERVATORY|40.45511|-106.74430|3210 meters|snowdepth|2015-02-19 06|0.000|cm|80487|
STNM8|STANFORD|47.15470|-110.22390|1304 meters|snowdepth|2015-02-19 01|0.000|cm|59479|
STMT1|GERMANTOWN|35.07610|-89.74310|101 meters|snowdepth|2015-02-18 14|0.000|cm|38139|
STLC2|STERLING|40.48980|-103.08220|1399 meters|snowdepth|2015-02-18 14|0.000|cm|80751|
STDN2|STEAD|39.62220|-119.88330|1561 meters|snowdepth|2015-02-18 16|0.000|cm|89506|
STCN5|STATE UNIVERSITY|32.28330|-106.75000|1200 meters|snowdepth|2015-02-18 14|0.000|cm|88001|
STAV2|STAUNTON WATER TREATMENT PLANT COOP|38.16920|-79.08440|485 meters|snowdepth|2015-02-18 13|0.000|cm|24401|
STAN1|STAPLETON 5W|41.45810|-100.59860|919 meters|snowdepth|2015-02-18 13|0.000|cm|69163|
STAI2|STREATOR,IL|41.10000|-88.81670|190 meters|snowdepth|2015-02-18 13|0.000|cm|61364|
SSYM2|BRIGHTON DAM COOP|39.19110|-77.00690|121 meters|snowdepth|2015-02-18 14|0.000|cm|20862|
SSSO3|SUN PASS|42.78640|-121.97730|1648 meters|snowdepth|2015-02-19 06|0.000|cm|97624|
SSIA2|SISIAK|67.99500|-160.39560|565 meters|snowdepth|2015-02-19 06|0.000|cm|99749|
SSHW4|SHOSHONI - COOP|43.23720|-108.10970|1477 meters|snowdepth|2015-02-19 00|0.000|cm|82649|
SRRN1|SUPERIOR,NE|40.01670|-98.06670|482 meters|snowdepth|2015-02-18 12|0.000|cm|68978|
SRLC1|SUTTER HILL CDF|38.37720|-120.80080|485 meters|snowdepth|2015-02-18 18|0.000|cm|95642|
SRKN2|SPARKS|39.55580|-119.73330|1345 meters|snowdepth|2015-02-19 00|0.000|cm|89434|
SQBO3|SQUAW BUTTE EXPERIMENT STATION|43.48690|-119.71190|1421 meters|snowdepth|2015-02-18 15|0.000|cm|97712|
SPTI1|SANDPOINT EXP STATION|48.29210|-116.55660|645 meters|snowdepth|2015-02-18 22|0.000|cm|83864|
SPSW1|20D01 - SATUS PASS|45.98330|-120.68330|1254 meters|snowdepth|2015-02-19 06|0.000|cm|98620|
SPSN2|SPANISH SPRINGS|39.63720|-119.70940|1369 meters|snowdepth|2015-02-19 00|0.000|cm|89436|
SPPN7|SPRUCE PINE 2 NE|35.93250|-82.00190|849 meters|snowdepth|2015-02-18 12|0.000|cm|28777|
SPNN1|MAHA SCOUT CAMP|41.06390|-96.00690|341 meters|snowdepth|2015-02-18 14|0.000|cm|68133|
SPMW1|SPENCER MEADOW|46.17970|-121.92650|1043 meters|snowdepth|2015-02-19 06|0.000|cm|98648|
SPIG1|SAPELO ISLAND,GA|31.39720|-81.28110|0 meters|snowdepth|2015-02-18 13|0.000|cm|31327|
SPDW1|SPUD MOUNTAIN PRECIP|46.25110|-122.34140|1356 meters|snowdepth|2015-02-19 06|0.000|cm|98649|
SPDM8|SPRINGDALE|45.73750|-110.22550|1292 meters|snowdepth|2015-02-18 15|0.000|cm|59047|
SPCA2|SHEEP CAMP|59.65640|-135.26780|279 meters|snowdepth|2015-02-19 06|0.000|cm|99840|
SOW|SHOW LOW|34.26390|-110.00750|1959 meters|snowdepth|2015-02-19 00|0.000|cm|85901|
SOGU1|SOUTH OGDEN WX REPORTING STATION|41.15690|-111.94560|1468 meters|snowdepth|2015-02-19 00|0.000|cm|84405|
SNVC1|SUSANVILLE 2SW|40.41670|-120.66300|1304 meters|snowdepth|2015-02-18 16|0.000|cm|96130|
SNTU1|SANTAQUIN CHLORINATOR|39.95780|-111.77940|1581 meters|snowdepth|2015-02-18 17|0.000|cm|84655|
SNDW1|SNOWDEN|45.15080|-121.35330|653 meters|snowdepth|2015-02-18 18|0.000|cm|97063|
SNBI4|SANBORN,IA|43.18170|-95.66030|465 meters|snowdepth|2015-02-18 14|0.000|cm|51248|
SMUT2|SEYMOUR 16NNE|33.75420|-99.14420|362 meters|snowdepth|2015-02-18 12|0.000|cm|76380|
SMCK1|SMITH CENTER,KS|39.77780|-98.77810|560 meters|snowdepth|2015-02-18 13|0.000|cm|66967|
SLVN2|FOOTE MINERAL CO|37.76190|-117.56530|1300 meters|snowdepth|2015-02-18 17|0.000|cm|89013|
SLTC1|SLATE CREEK|41.04610|-122.48110|1741 meters|snowdepth|2015-02-18 21|0.000|cm|96051|
SLNI1|SALMON-KSRA|45.18750|-113.90080|1218 meters|snowdepth|2015-02-18 15|0.000|cm|83467|
SLKN2|ELKO NWS 6Z|40.82880|-115.78860|1549 meters|snowdepth|2015-02-19 06|0.000|cm|89801|
SLCU1|SALT LAKE TRIAD CENTER|40.77080|-111.89630|1317 meters|snowdepth|2015-02-18 23|0.000|cm|84103|
SLC|SALT LAKE CITY INTL ARPT|40.77810|-111.96940|1286 meters|snowdepth|2015-02-19 00|0.000|cm|84116|
SLBM8|SHELBY|48.50410|-111.85520|1005 meters|snowdepth|2015-02-18 16|0.000|cm|59474|
SLAT2|SLATON,TX|33.37170|-101.60000|929 meters|snowdepth|2015-02-18 13|0.000|cm|79381|
SKSC2|SHERIDAN LAKE 6E|38.46750|-102.19780|1232 meters|snowdepth|2015-02-18 15|0.000|cm|81071|
SKGA2|SKAGWAY|59.45470|-135.31360|20 meters|snowdepth|2015-02-18 16|0.000|cm|99840|
SJRM7|ST. JOSEPH ROSECRANS ANG|39.76970|-94.90160|249 meters|snowdepth|2015-02-18 14|0.000|cm|64505|
SIPM8|SIMPSON 6 N - WILDHORSE|48.99910|-110.21470|860 meters|snowdepth|2015-02-18 22|0.000|cm||
SILC2|SILT 1E|39.55000|-107.63330|1707 meters|snowdepth|2015-02-18 14|0.000|cm|81652|
SIDI4|SIDNEY,IA|40.75000|-95.65000|353 meters|snowdepth|2015-02-18 12|0.000|cm|51652|
SIBI4|SIBLEY,IA|43.45000|-95.70860|493 meters|snowdepth|2015-02-18 13|0.000|cm|51249|
SHWT2|SHALLOWATER|33.68770|-101.98540|1007 meters|snowdepth|2015-02-18 13|0.000|cm|79363|
SHRP1|SHARPSBURG DAM|40.48750|-79.91530|216 meters|snowdepth|2015-02-18 18|0.000|cm|15206|
SHRM5|SHERBURN 3WSW|43.63030|-94.77440|404 meters|snowdepth|2015-02-18 13|0.000|cm|56171|
SHPW1|SHEEP CANYON|46.19320|-122.25450|1221 meters|snowdepth|2015-02-19 06|0.000|cm|98649|
SHNN2|SHELDON #2 (AAUL)|41.90000|-119.45000|1819 meters|snowdepth|2015-02-19 06|0.000|cm|89412|
SHLW4|SHELL 1NE - COOP|44.54770|-107.76330|1313 meters|snowdepth|2015-02-18 13|0.000|cm|82441|
SHDC1|SHASTA DAM|40.71410|-122.41610|333 meters|snowdepth|2015-02-18 18|0.000|cm|96003|
SHAO2|SHAWNEE,OK|35.35000|-96.90000|324 meters|snowdepth|2015-02-18 12|0.000|cm|74804|
SHAC2|SHAW 4ENE|39.57190|-103.29170|1537 meters|snowdepth|2015-02-18 14|0.000|cm|80740|
SGUU1|SAINT GEORGE,UT|37.10610|-113.56720|841 meters|snowdepth|2015-02-18 15|0.000|cm|84770|
SGTA4|STUTTGART|34.47630|-91.53800|68 meters|snowdepth|2015-02-18 13|0.000|cm|72160|
SGSC1|SAUGUS POWER PLANT #1|34.58940|-118.45470|646 meters|snowdepth|2015-02-18 22|0.000|cm|91390|
SGNN5|SIGNAL PEAK|32.92400|-108.14540|2563 meters|snowdepth|2015-02-19 03|0.000|cm|88061|
SFEN5|SANTA FE SETON,NM|35.60080|-105.93220|2133 meters|snowdepth|2015-02-18 13|0.000|cm|87508|
SFBO3|SOUTH FORK BULL RUN|45.44570|-122.03130|823 meters|snowdepth|2015-02-19 05|0.000|cm|97049|
SEWN1|SITE 1|40.90000|-97.08330|441 meters|snowdepth|2015-02-18 13|0.000|cm|68434|
SEW|SEATTLE, WA|47.68720|-122.25530|7 meters|snowdepth|2015-02-19 00|0.000|cm|98115|
SEMO2|SEMINOLE|35.23160|-96.65300|285 meters|snowdepth|2015-02-18 13|0.000|cm|74868|
SELM8|SEELEY LAKE RS|47.21410|-113.52040|1229 meters|snowdepth|2015-02-18 21|0.000|cm|59868|
SELA3|SELIGMAN|35.33220|-112.87970|1600 meters|snowdepth|2015-02-19 00|0.000|cm|86337|
SEGT2|GUADALUPE RIVER NEAR SEGUIN|29.55190|-97.96970|150 meters|snowdepth|2015-02-18 13|0.000|cm|78155|
SECO3|SEINE CREEK|45.52580|-123.29670|628 meters|snowdepth|2015-02-19 06|0.000|cm|97119|
SDYM8|SIDNEY|47.72830|-104.14680|592 meters|snowdepth|2015-02-18 23|0.000|cm|59270|
SDGC2|SEDGWICK,CO|40.86560|-102.51690|1217 meters|snowdepth|2015-02-18 14|0.000|cm|80749|
SD-TP-7|HAMILL 1.7 SW, SD|43.58680|-99.71140|555 meters|snowdepth|2015-02-18 14|0.000|cm|57534|
SD-HD-7|REE HEIGHTS 15.5 S, SD|44.29638|-99.25970|564 meters|snowdepth|2015-02-18 13|0.000|cm|57371|
SD-BT-10|NEWELL 6.5 ENE, SD|44.74373|-103.29050|858 meters|snowdepth|2015-02-18 14|0.000|cm|57760|
SD-BL-10|CHAMBERLAIN 7.5 SSW, SD|43.70514|-99.37730|497 meters|snowdepth|2015-02-18 13|0.000|cm|57325|
SCTA1|SCOTTSBORO|34.67360|-86.05360|182 meters|snowdepth|2015-02-18 13|0.000|cm|35768|
SCIA3|SUNSET CRATER NATL MON|35.36940|-111.54360|2125 meters|snowdepth|2015-02-18 16|0.000|cm|86004|
SCFO3|SALT CREEK FALLS|43.61190|-122.11760|1303 meters|snowdepth|2015-02-19 06|0.000|cm|97463|
SC-SM-1|SUMTER 1.3 SE, SC|33.93229|-80.37410|55 meters|snowdepth|2015-02-18 10|0.000|cm|29150|
SC-RC-12|COLUMBIA 6.7 N, SC|34.13586|-80.88860|117 meters|snowdepth|2015-02-18 11|0.000|cm|29223|
SC-LX-35|LEXINGTON 2.9 NE, SC|34.01509|-81.19200|89 meters|snowdepth|2015-02-18 12|0.000|cm|29072|
SC-GV-9|TAYLORS 4.6 N, SC|34.98145|-82.30470|305 meters|snowdepth|2015-02-18 12|0.000|cm|29687|
SC-BF-2|HILTON HEAD ISLAND 4.0 N, SC|32.25290|-80.73500|2 meters|snowdepth|2015-02-18 12|0.000|cm|29926|
SBYS2|MOBRIDGE-20MI.E|45.50000|-100.03330|561 meters|snowdepth|2015-02-18 13|0.000|cm|57472|
SBRM8|HUNTLEY EXPERIMENT STN|45.92270|-108.24440|918 meters|snowdepth|2015-02-18 15|0.000|cm|59037|
SBAT2|SABINAL|29.36220|-99.48640|315 meters|snowdepth|2015-02-18 13|0.000|cm|78881|
SARO2|SAYRE 1NE|35.30720|-99.62580|578 meters|snowdepth|2015-02-18 13|0.000|cm|73662|
SARM7|SARCOXIE,MO|37.06890|-94.13690|352 meters|snowdepth|2015-02-18 13|0.000|cm|64862|
SAOM8|SACO 1 NNW|48.46610|-107.35280|664 meters|snowdepth|2015-02-18 13|0.000|cm|59538|
SANM1|SANFORD,ME|43.46670|-70.78330|118 meters|snowdepth|2015-02-18 13|0.000|cm|04083|
SAJO3|SANTIAM JUNCTION|44.43560|-121.94330|1144 meters|snowdepth|2015-02-19 05|0.000|cm|00077|
SAHS1|SANDHILL EXPERIMENT STN|34.14190|-80.87000|129 meters|snowdepth|2015-02-18 13|0.000|cm|29229|
SADS1|SALUDA,SC|33.99780|-81.77470|156 meters|snowdepth|2015-02-18 13|0.000|cm|29138|
S72|SAINT MARIES 1W|47.31630|-116.59580|721 meters|snowdepth|2015-02-18 16|0.000|cm|83861|
RYMN1|RAYMOND,NE|40.96670|-96.75000|372 meters|snowdepth|2015-02-18 13|0.000|cm|68428|
RYGM8|RYEGATE 18 NNW|46.53330|-109.34410|1322 meters|snowdepth|2015-02-18 14|0.000|cm|59074|
RYCI1|REYNOLDS CREEK|43.06700|-116.75460|2064 meters|snowdepth|2015-02-19 06|0.000|cm|83650|
RUSA1|RUSSELLVILLE NUMBER 2|34.51000|-87.73190|255 meters|snowdepth|2015-02-18 14|0.000|cm|35653|
RTHN2|RUTH|39.27630|-114.99110|2100 meters|snowdepth|2015-02-18 15|0.000|cm|89301|
RSVO2|ROOSEVELT|34.85110|-99.02080|450 meters|snowdepth|2015-02-18 12|0.000|cm|73564|
RSLW1|ROSALIA|47.23250|-117.36270|735 meters|snowdepth|2015-02-18 15|0.000|cm|99170|
RSFW4|ROCK SPRINGS FD - COOP|41.57780|-109.23940|1919 meters|snowdepth|2015-02-19 00|0.000|cm|82901|
RSCT2|ROSCOE,TX|32.44670|-100.52580|727 meters|snowdepth|2015-02-18 14|0.000|cm|79545|
RRCN2|SPRING MTN RNCH, RED ROCK CANYON S.P.|36.06860|-115.46030|1155 meters|snowdepth|2015-02-18 15|0.000|cm|89124|
RRAL1|RED RIVER L&D NO.1 HW|31.25000|-91.96670|16 meters|snowdepth|2015-02-18 12|0.000|cm|71343|
RPJM8|RAPELJE|45.91500|-109.25330|1239 meters|snowdepth|2015-02-19 01|0.000|cm|59067|
ROWN5|ROSWELL CLIMAT|33.40000|-104.55220|1102 meters|snowdepth|2015-02-18 13|0.000|cm|88201|
ROW|ROSWELL INDUSTRIAL AIR CENTR|33.30140|-104.53000|1119 meters|snowdepth|2015-02-19 00|0.000|cm|88203|
ROSU1|RADIO STATION KNEU|40.28780|-109.95860|1528 meters|snowdepth|2015-02-18 23|0.000|cm|84066|
RORT2|ROARING SPRINGS|33.89840|-100.86040|769 meters|snowdepth|2015-02-18 13|0.000|cm|79256|
RORO3|ROARING RIVER|43.90120|-122.03070|1514 meters|snowdepth|2015-02-19 05|0.000|cm|00069|
ROPT2|ROPESVILLE 6NNW|33.49220|-102.18830|1036 meters|snowdepth|2015-02-18 13|0.000|cm|79336|
ROKI4|RED OAK,IA|41.00000|-95.23330|321 meters|snowdepth|2015-02-18 13|0.000|cm|51566|
ROGU1|BOUNTIFUL BENCH ROGOWSKI|40.89960|-111.85160|1558 meters|snowdepth|2015-02-19 01|0.000|cm|84010|
RODW1|ROSS RSVR NR|48.73330|-121.06670|473 meters|snowdepth|2015-02-18 16|0.000|cm|00072|
ROBN7|ROBBINSVILLE AG 5 NE|35.37360|-83.70050|669 meters|snowdepth|2015-02-18 12|0.000|cm|28771|
RNOO1|WILLOW ISLAND LOCK|39.36000|-81.31940|182 meters|snowdepth|2015-02-18 12|0.000|cm||
RNO|RENO AIRPORT|39.48380|-119.77110|1344 meters|snowdepth|2015-02-19 00|0.000|cm|89502|
RNGC2|RANGELY|40.08940|-108.77170|1612 meters|snowdepth|2015-02-18 14|0.000|cm|81648|
RMSI4|REMSEN NO. 2|42.81050|-95.97530|406 meters|snowdepth|2015-02-18 12|0.000|cm|51050|
RLSW4|RAWLINS 1N|41.80360|-107.24080|2105 meters|snowdepth|2015-02-18 15|0.000|cm|82301|
RLLK1|RUSSELL SPRINGS 3N|38.96060|-101.16670|936 meters|snowdepth|2015-02-18 13|0.000|cm|67764|
RLGW1|LONGMIRE RAINER NPS|46.74920|-121.81190|848 meters|snowdepth|2015-02-19 06|0.000|cm|98321|
RLAM8|ROUNDUP 15SW|46.32550|-108.74020|1034 meters|snowdepth|2015-02-18 14|0.000|cm|59072|
RKVI4|ROCK RIVER|43.20470|-96.30560|377 meters|snowdepth|2015-02-18 13|0.000|cm|51247|
RKKC1|ROCK CK SNOW COURSE|36.49970|-118.33000|3017 meters|snowdepth|2015-02-19 06|0.000|cm|00026|
RION5|RIO RANCHO #1|35.28360|-106.61940|1585 meters|snowdepth|2015-02-18 13|0.000|cm|87144|
RIFK1|RICHFIELD|37.26330|-101.78800|1037 meters|snowdepth|2015-02-18 13|0.000|cm|67953|
RIEC2|RIFLE 3ENE|39.55230|-107.72930|1659 meters|snowdepth|2015-02-18 14|0.000|cm|81650|
RIDO3|RIDDLE|42.95060|-123.35720|204 meters|snowdepth|2015-02-19 03|0.000|cm|97469|
RHWA4|ROHWER 2NNE|33.81020|-91.27770|44 meters|snowdepth|2015-02-18 14|0.000|cm|71674|
RGZO3|20G19 - ROGGER MEADOW AM|42.16670|-120.25000|1968 meters|snowdepth|2015-02-19 02|0.000|cm|97630|
RGWC2|RIDGWAY|38.15080|-107.75690|2147 meters|snowdepth|2015-02-18 15|0.000|cm|81432|
RGLN5|RAGLAND-4MI.E|34.80000|-103.75000|1481 meters|snowdepth|2015-02-19 01|0.000|cm|88427|
REWM5|REDWOOD FALLS|44.54850|-95.09970|310 meters|snowdepth|2015-02-18 12|0.000|cm|56283|
REV|RENO,NV|39.56830|-119.79560|1517 meters|snowdepth|2015-02-19 00|0.000|cm|89512|
RETO2|RETROP|35.15830|-99.36580|543 meters|snowdepth|2015-02-18 12|0.000|cm|73627|
REPW1|REPUBLIC|48.64700|-118.73140|797 meters|snowdepth|2015-02-19 02|0.000|cm|99166|
REON2|BEOWAWE 49S - U OF N RANCH|39.90040|-116.58760|1740 meters|snowdepth|2015-02-18 15|0.000|cm|89316|
REDO3|RED HILL|45.46430|-121.70430|1346 meters|snowdepth|2015-02-19 06|0.000|cm|97031|
RDN|RED NARROWS|39.99000|-111.37000|1744 meters|snowdepth|2015-02-19 05|0.000|cm|00071|
RDFI1|RICHFIELD|43.96270|-114.15800|2601 meters|snowdepth|2015-02-18 15|0.000|cm|83251|
RCSO3|ROCK SPRINGS|44.00880|-118.83840|1612 meters|snowdepth|2015-02-19 05|0.000|cm|97873|
RCKI2|MISSISSIPPI RIVER|41.51670|-90.56670|168 meters|snowdepth|2015-02-19 06|0.000|cm||
RCKC1|ROCK CREEK|37.45780|-118.73540|2962 meters|snowdepth|2015-02-19 06|0.000|cm|93514|
RBYI1|RIGBY|43.67590|-111.91240|1485 meters|snowdepth|2015-02-19 00|0.000|cm|83442|
RAPN7|ROANOKE RAPIDS,NC|36.47830|-77.67170|34 meters|snowdepth|2015-02-18 12|0.000|cm|27870|
RANO2|RANDLETT,OK|34.18330|-98.31670|298 meters|snowdepth|2015-02-18 12|0.000|cm|73562|
RALO2|RALSTON,OK|36.50000|-96.73330|255 meters|snowdepth|2015-02-18 13|0.000|cm|74650|
RAHN5|EL MORRO NATL MON|35.05000|-108.35000|2194 meters|snowdepth|2015-02-18 16|0.000|cm|87005|
RAFN7|RAEFORD,NC|34.99190|-79.22560|81 meters|snowdepth|2015-02-18 12|0.000|cm|28376|
RACO3|REDMOND AIR CENTER|44.26020|-121.14820|936 meters|snowdepth|2015-02-18 16|0.000|cm|97756|
RACN2|RAINBOW CANYON|36.24930|-115.62970|2422 meters|snowdepth|2015-02-19 06|0.000|cm|89124|
QRMO3|QUARTZ MOUNTAIN|42.31920|-120.82530|1738 meters|snowdepth|2015-02-19 03|0.000|cm|97630|
Q67|TAHOE CG STN|39.18220|-120.11920|1902 meters|snowdepth|2015-02-18 16|0.000|cm|96145|
Q63|SUTCLIFFE|39.95020|-119.59830|1179 meters|snowdepth|2015-02-18 15|0.000|cm||
PYSA3|PAYSON|34.23000|-111.33330|1487 meters|snowdepth|2015-02-18 23|0.000|cm|85541|
PXNI2|PAXTON 2WSW|40.45470|-88.14170|229 meters|snowdepth|2015-02-18 14|0.000|cm|60957|
PVWT2|DOWNTOWN|34.19310|-101.70390|1028 meters|snowdepth|2015-02-18 13|0.000|cm|79072|
PVRO3|PEAVINE RIDGE|45.04150|-121.93250|1057 meters|snowdepth|2015-02-19 06|0.000|cm|00070|
PVRN1|PLAINSVIEW RANCH|42.26140|-103.51890|1415 meters|snowdepth|2015-02-19 01|0.000|cm|69348|
PVAT2|PORT LAVACA,TX|28.60000|-96.66670|9 meters|snowdepth|2015-02-18 14|0.000|cm|77979|
PUTT2|PUTNAM,TX|32.36860|-99.19140|496 meters|snowdepth|2015-02-18 13|0.000|cm|79504|
PUNC2|PUEBLO 3N AMRAD|38.31330|-104.62150|1474 meters|snowdepth|2015-02-18 14|0.000|cm|81008|
PUBC2|WFO PUEBLO|38.27980|-104.52150|1424 meters|snowdepth|2015-02-19 06|0.000|cm|81001|
PUB|PUEBLO, CO|38.27970|-104.52080|1423 meters|snowdepth|2015-02-19 00|0.000|cm|81001|
PTZO3|20G17 - PATTON MEADOWS AM|42.25000|-120.61670|2162 meters|snowdepth|2015-02-19 02|0.000|cm|97630|
PTLI1|POTLATCH 3NNE|46.96020|-116.85500|835 meters|snowdepth|2015-02-18 15|0.000|cm|83857|
PTFA3|PETRIFIED FOREST NP|34.79690|-109.88830|1648 meters|snowdepth|2015-02-18 23|0.000|cm|86025|
PTBA2|POINT BAKER,AK|56.35330|-133.62140|5 meters|snowdepth|2015-02-18 17|0.000|cm||
PSTA3|PRESCOTT|34.57060|-112.44890|1681 meters|snowdepth|2015-02-18 21|0.000|cm|86301|
PSNM8|POLSON|47.67490|-114.19050|935 meters|snowdepth|2015-02-19 00|0.000|cm|59860|
PSMN5|GRENVILLE 20MI.SW|36.30000|-103.73330|1743 meters|snowdepth|2015-02-18 14|0.000|cm|88415|
PSC|TRI-CITIES AIRPORT|46.26470|-119.11810|125 meters|snowdepth|2015-02-18 18|0.000|cm|99301|
PSBW1|POULSBO 1NW|47.80610|-122.65170|76 meters|snowdepth|2015-02-19 06|0.000|cm|98370|
PRYM8|PRYOR|45.43270|-108.53020|1237 meters|snowdepth|2015-02-18 15|0.000|cm|59050|
PRTN2|PORTER CANYON|39.46590|-117.62160|2201 meters|snowdepth|2015-02-19 05|0.000|cm|89406|
PRRO2|CENTRAL FIRE STN|36.28860|-97.30640|319 meters|snowdepth|2015-02-18 12|0.000|cm|73077|
PROU1|BRIGHAM YOUNG UNIV.|40.24360|-111.65060|1396 meters|snowdepth|2015-02-19 01|0.000|cm|84606|
PROA3|PROMONTORY|34.36820|-111.01080|2424 meters|snowdepth|2015-02-18 15|0.000|cm|86336|
PRIO3|PRINEVILLE|44.30230|-120.80800|886 meters|snowdepth|2015-02-18 16|0.000|cm|97754|
PRGO2|PRAGUE,OK|35.48610|-96.69420|305 meters|snowdepth|2015-02-18 12|0.000|cm|74864|
